task cope subject region zscore_sc
tens cope1 sub-DMAim1HC013 C7_left_sc_gm_mask 4.534586
tens cope1 sub-DMAim1HC013 C7_right_sc_gm_mask 4.612570
tens cope1 sub-DMAim1HC013 C8_left_sc_gm_mask 3.469780
tens cope1 sub-DMAim1HC013 C8_right_sc_gm_mask 2.779281
tens cope2 sub-DMAim1HC004 left_sc_gm_mask 2.990947
tens cope2 sub-DMAim1HC004 right_sc_gm_mask 3.170894
tens cope2 sub-DMAim1HC004 left_sc_mask 2.749310
tens cope2 sub-DMAim1HC004 right_sc_mask 3.161538
tens cope2 sub-DMAim1HC004 C6_left_sc_gm_mask 2.176551
tens cope2 sub-DMAim1HC004 C6_right_sc_gm_mask 2.555284
tens cope2 sub-DMAim1HC004 C7_left_sc_gm_mask 3.350841
tens cope2 sub-DMAim1HC004 C7_right_sc_gm_mask 2.709675
tens cope2 sub-DMAim1HC004 C8_left_sc_gm_mask 2.406403
tens cope2 sub-DMAim1HC004 C8_right_sc_gm_mask 3.787447
tens cope2 sub-DMAim1HC006 left_sc_gm_mask 2.479491
tens cope2 sub-DMAim1HC006 right_sc_gm_mask 3.562914
tens cope2 sub-DMAim1HC006 left_sc_mask 2.577310
tens cope2 sub-DMAim1HC006 right_sc_mask 3.269070
tens cope2 sub-DMAim1HC006 C6_left_sc_gm_mask 2.607826
tens cope2 sub-DMAim1HC006 C6_right_sc_gm_mask 2.948473
tens cope2 sub-DMAim1HC006 C7_left_sc_gm_mask 2.317791
tens cope2 sub-DMAim1HC006 C7_right_sc_gm_mask 3.588935
tens cope2 sub-DMAim1HC006 C8_left_sc_gm_mask 2.555408
tens cope2 sub-DMAim1HC006 C8_right_sc_gm_mask 4.139432
tens cope2 sub-DMAim1HC007 left_sc_gm_mask 2.761392
tens cope2 sub-DMAim1HC007 right_sc_gm_mask 2.931016
tens cope2 sub-DMAim1HC007 left_sc_mask 2.734800
tens cope2 sub-DMAim1HC007 right_sc_mask 2.865303
tens cope2 sub-DMAim1HC007 C6_left_sc_gm_mask 2.320010
tens cope2 sub-DMAim1HC007 C6_right_sc_gm_mask 2.663296
tens cope2 sub-DMAim1HC007 C7_left_sc_gm_mask 2.537347
tens cope2 sub-DMAim1HC007 C7_right_sc_gm_mask 2.469725
tens cope2 sub-DMAim1HC007 C8_left_sc_gm_mask 3.532608
tens cope2 sub-DMAim1HC007 C8_right_sc_gm_mask 3.325363
tens cope2 sub-DMAim1HC015 left_sc_gm_mask 2.557896
tens cope2 sub-DMAim1HC015 right_sc_gm_mask 3.277830
tens cope2 sub-DMAim1HC015 left_sc_mask 2.712364
tens cope2 sub-DMAim1HC015 right_sc_mask 3.045329
tens cope2 sub-DMAim1HC015 C6_left_sc_gm_mask 2.676359
tens cope2 sub-DMAim1HC015 C6_right_sc_gm_mask 3.231081
tens cope2 sub-DMAim1HC015 C7_left_sc_gm_mask 2.358290
tens cope2 sub-DMAim1HC015 C7_right_sc_gm_mask 3.613365
tens cope2 sub-DMAim1HC015 C8_left_sc_gm_mask 2.059932
tens cope2 sub-DMAim1HC015 C8_right_sc_gm_mask 2.324154
tens cope2 sub-DMAim1HC018 left_sc_gm_mask 2.893332
tens cope2 sub-DMAim1HC018 right_sc_gm_mask 2.735014
tens cope2 sub-DMAim1HC018 left_sc_mask 3.194986
tens cope2 sub-DMAim1HC018 right_sc_mask 2.786209
tens cope2 sub-DMAim1HC018 C6_left_sc_gm_mask 2.952975
tens cope2 sub-DMAim1HC018 C6_right_sc_gm_mask 2.244136
tens cope2 sub-DMAim1HC018 C7_left_sc_gm_mask 2.829551
tens cope2 sub-DMAim1HC018 C7_right_sc_gm_mask 2.891892
tens cope2 sub-DMAim1HC018 C8_left_sc_gm_mask 3.330745
tens cope2 sub-DMAim1HC018 C8_right_sc_gm_mask 2.925936
tens cope2 sub-DMAim1HC020 left_sc_gm_mask 2.974713
tens cope2 sub-DMAim1HC020 right_sc_gm_mask 2.968412
tens cope2 sub-DMAim1HC020 left_sc_mask 3.046976
tens cope2 sub-DMAim1HC020 right_sc_mask 3.041582
tens cope2 sub-DMAim1HC020 C6_left_sc_gm_mask 3.153759
tens cope2 sub-DMAim1HC020 C6_right_sc_gm_mask 3.448585
tens cope2 sub-DMAim1HC020 C7_left_sc_gm_mask 2.855866
tens cope2 sub-DMAim1HC020 C7_right_sc_gm_mask 2.248225
tens cope2 sub-DMAim1HC020 C8_left_sc_gm_mask 3.057459
tens cope2 sub-DMAim1HC020 C8_right_sc_gm_mask 2.790283
tens cope2 sub-DMAim1HC030 left_sc_gm_mask 3.372154
tens cope2 sub-DMAim1HC030 right_sc_gm_mask 3.043077
tens cope2 sub-DMAim1HC030 left_sc_mask 3.156961
tens cope2 sub-DMAim1HC030 right_sc_mask 3.307393
tens cope2 sub-DMAim1HC030 C6_left_sc_gm_mask 2.926715
tens cope2 sub-DMAim1HC030 C6_right_sc_gm_mask 2.862201
tens cope2 sub-DMAim1HC030 C7_left_sc_gm_mask 2.367855
tens cope2 sub-DMAim1HC030 C7_right_sc_gm_mask 2.533089
tens cope2 sub-DMAim1HC030 C8_left_sc_gm_mask 3.102701
tens cope2 sub-DMAim1HC030 C8_right_sc_gm_mask 3.084106
tens cope2 sub-DMAim1HC033 left_sc_gm_mask 3.027212
tens cope2 sub-DMAim1HC033 right_sc_gm_mask 3.305189
tens cope2 sub-DMAim1HC033 left_sc_mask 3.103537
tens cope2 sub-DMAim1HC033 right_sc_mask 3.365104
tens cope2 sub-DMAim1HC033 C6_left_sc_gm_mask 2.978945
tens cope2 sub-DMAim1HC033 C6_right_sc_gm_mask 3.413232
tens cope2 sub-DMAim1HC033 C7_left_sc_gm_mask 2.650758
tens cope2 sub-DMAim1HC033 C7_right_sc_gm_mask 3.416799
tens cope2 sub-DMAim1HC033 C8_left_sc_gm_mask 3.074577
tens cope2 sub-DMAim1HC033 C8_right_sc_gm_mask 3.138763
tens cope2 sub-DMAim1HC001 left_sc_gm_mask 2.560686
tens cope2 sub-DMAim1HC001 right_sc_gm_mask 3.454776
tens cope2 sub-DMAim1HC001 left_sc_mask 2.860233
tens cope2 sub-DMAim1HC001 right_sc_mask 3.262036
tens cope2 sub-DMAim1HC001 C6_left_sc_gm_mask 2.191912
tens cope2 sub-DMAim1HC001 C6_right_sc_gm_mask 2.728164
tens cope2 sub-DMAim1HC001 C7_left_sc_gm_mask 2.648129
tens cope2 sub-DMAim1HC001 C7_right_sc_gm_mask 3.712531
tens cope2 sub-DMAim1HC001 C8_left_sc_gm_mask 2.628528
tens cope2 sub-DMAim1HC001 C8_right_sc_gm_mask 3.448700
tens cope2 sub-DMAim1HC005 left_sc_gm_mask 2.875534
tens cope2 sub-DMAim1HC005 right_sc_gm_mask 2.987936
tens cope2 sub-DMAim1HC005 left_sc_mask 3.084232
tens cope2 sub-DMAim1HC005 right_sc_mask 3.229305
tens cope2 sub-DMAim1HC005 C6_left_sc_gm_mask 3.041382
tens cope2 sub-DMAim1HC005 C6_right_sc_gm_mask 4.152811
tens cope2 sub-DMAim1HC005 C7_left_sc_gm_mask 2.824717
tens cope2 sub-DMAim1HC005 C7_right_sc_gm_mask 2.889142
tens cope2 sub-DMAim1HC005 C8_left_sc_gm_mask 2.778624
tens cope2 sub-DMAim1HC005 C8_right_sc_gm_mask 2.950500
tens cope2 sub-DMAim1HC016 left_sc_gm_mask 2.514140
tens cope2 sub-DMAim1HC016 right_sc_gm_mask 2.605794
tens cope2 sub-DMAim1HC016 left_sc_mask 2.703175
tens cope2 sub-DMAim1HC016 right_sc_mask 2.811788
tens cope2 sub-DMAim1HC016 C6_left_sc_gm_mask 2.335859
tens cope2 sub-DMAim1HC016 C6_right_sc_gm_mask 2.395917
tens cope2 sub-DMAim1HC016 C7_left_sc_gm_mask 2.350863
tens cope2 sub-DMAim1HC016 C7_right_sc_gm_mask 2.275395
tens cope2 sub-DMAim1HC016 C8_left_sc_gm_mask 2.436308
tens cope2 sub-DMAim1HC016 C8_right_sc_gm_mask 2.944619
tens cope2 sub-DMAim1HC017 left_sc_gm_mask 2.653796
tens cope2 sub-DMAim1HC017 right_sc_gm_mask 2.703175
tens cope2 sub-DMAim1HC017 left_sc_mask 2.724133
tens cope2 sub-DMAim1HC017 right_sc_mask 3.014383
tens cope2 sub-DMAim1HC017 C6_left_sc_gm_mask 2.413161
tens cope2 sub-DMAim1HC017 C6_right_sc_gm_mask 2.493668
tens cope2 sub-DMAim1HC017 C7_left_sc_gm_mask 2.726995
tens cope2 sub-DMAim1HC017 C7_right_sc_gm_mask 2.858558
tens cope2 sub-DMAim1HC017 C8_left_sc_gm_mask 2.841977
tens cope2 sub-DMAim1HC017 C8_right_sc_gm_mask 2.520256
tens cope2 sub-DMAim1HC022 left_sc_gm_mask 2.895583
tens cope2 sub-DMAim1HC022 right_sc_gm_mask 2.984125
tens cope2 sub-DMAim1HC022 left_sc_mask 2.918650
tens cope2 sub-DMAim1HC022 right_sc_mask 3.006170
tens cope2 sub-DMAim1HC022 C6_left_sc_gm_mask 2.836318
tens cope2 sub-DMAim1HC022 C6_right_sc_gm_mask 3.054281
tens cope2 sub-DMAim1HC022 C7_left_sc_gm_mask 2.969129
tens cope2 sub-DMAim1HC022 C7_right_sc_gm_mask 2.402195
tens cope2 sub-DMAim1HC022 C8_left_sc_gm_mask 2.486410
tens cope2 sub-DMAim1HC022 C8_right_sc_gm_mask 2.227144
tens cope2 sub-DMAim1HC023 left_sc_gm_mask 3.311575
tens cope2 sub-DMAim1HC023 right_sc_gm_mask 2.875838
tens cope2 sub-DMAim1HC023 left_sc_mask 2.960311
tens cope2 sub-DMAim1HC023 right_sc_mask 2.718162
tens cope2 sub-DMAim1HC023 C6_left_sc_gm_mask 2.703420
tens cope2 sub-DMAim1HC023 C6_right_sc_gm_mask 2.488871
tens cope2 sub-DMAim1HC023 C7_left_sc_gm_mask 4.246399
tens cope2 sub-DMAim1HC023 C7_right_sc_gm_mask 3.367797
tens cope2 sub-DMAim1HC023 C8_left_sc_gm_mask 2.570615
tens cope2 sub-DMAim1HC023 C8_right_sc_gm_mask 2.859459
tens cope2 sub-DMAim1HC027 left_sc_gm_mask 3.628705
tens cope2 sub-DMAim1HC027 right_sc_gm_mask 2.967585
tens cope2 sub-DMAim1HC027 left_sc_mask 3.260060
tens cope2 sub-DMAim1HC027 right_sc_mask 2.884925
tens cope2 sub-DMAim1HC027 C6_left_sc_gm_mask 3.236273
tens cope2 sub-DMAim1HC027 C6_right_sc_gm_mask 2.371477
tens cope2 sub-DMAim1HC027 C7_left_sc_gm_mask 4.114397
tens cope2 sub-DMAim1HC027 C7_right_sc_gm_mask 2.952655
tens cope2 sub-DMAim1HC027 C8_left_sc_gm_mask 3.296100
tens cope2 sub-DMAim1HC027 C8_right_sc_gm_mask 3.506326
tens cope2 sub-DMAim1HC025 left_sc_gm_mask 3.035190
tens cope2 sub-DMAim1HC025 right_sc_gm_mask 3.002428
tens cope2 sub-DMAim1HC025 left_sc_mask 3.291818
tens cope2 sub-DMAim1HC025 right_sc_mask 2.891110
tens cope2 sub-DMAim1HC025 C6_left_sc_gm_mask 3.014842
tens cope2 sub-DMAim1HC025 C6_right_sc_gm_mask 2.888323
tens cope2 sub-DMAim1HC025 C7_left_sc_gm_mask 2.961029
tens cope2 sub-DMAim1HC025 C7_right_sc_gm_mask 2.533236
tens cope2 sub-DMAim1HC025 C8_left_sc_gm_mask 3.196915
tens cope2 sub-DMAim1HC025 C8_right_sc_gm_mask 3.223758
tens cope2 sub-DMAim1HC035 left_sc_gm_mask 3.346487
tens cope2 sub-DMAim1HC035 right_sc_gm_mask 3.237460
tens cope2 sub-DMAim1HC035 left_sc_mask 3.027925
tens cope2 sub-DMAim1HC035 right_sc_mask 3.175395
tens cope2 sub-DMAim1HC035 C6_left_sc_gm_mask 3.313356
tens cope2 sub-DMAim1HC035 C6_right_sc_gm_mask 4.148268
tens cope2 sub-DMAim1HC035 C7_left_sc_gm_mask 3.537490
tens cope2 sub-DMAim1HC035 C7_right_sc_gm_mask 2.245740
tens cope2 sub-DMAim1HC035 C8_left_sc_gm_mask 3.063220
tens cope2 sub-DMAim1HC035 C8_right_sc_gm_mask 2.249799
tens cope2 sub-DMAim1HC008 left_sc_gm_mask 3.284686
tens cope2 sub-DMAim1HC008 right_sc_gm_mask 3.363413
tens cope2 sub-DMAim1HC008 left_sc_mask 3.068133
tens cope2 sub-DMAim1HC008 right_sc_mask 3.200671
tens cope2 sub-DMAim1HC008 C6_left_sc_gm_mask 3.429149
tens cope2 sub-DMAim1HC008 C6_right_sc_gm_mask 3.281767
tens cope2 sub-DMAim1HC008 C7_left_sc_gm_mask 2.634737
tens cope2 sub-DMAim1HC008 C7_right_sc_gm_mask 3.994977
tens cope2 sub-DMAim1HC008 C8_left_sc_gm_mask 3.481599
tens cope2 sub-DMAim1HC008 C8_right_sc_gm_mask 2.781425
tens cope2 sub-DMAim1HC031 left_sc_gm_mask 3.995616
tens cope2 sub-DMAim1HC031 right_sc_gm_mask 3.025659
tens cope2 sub-DMAim1HC031 left_sc_mask 3.517566
tens cope2 sub-DMAim1HC031 right_sc_mask 3.172557
tens cope2 sub-DMAim1HC031 C6_left_sc_gm_mask 4.688895
tens cope2 sub-DMAim1HC031 C6_right_sc_gm_mask 2.883010
tens cope2 sub-DMAim1HC031 C7_left_sc_gm_mask 4.470881
tens cope2 sub-DMAim1HC031 C7_right_sc_gm_mask 3.582917
tens cope2 sub-DMAim1HC031 C8_left_sc_gm_mask 2.828903
tens cope2 sub-DMAim1HC031 C8_right_sc_gm_mask 2.407396
tens cope2 sub-DMAim1HC032 left_sc_gm_mask 2.483802
tens cope2 sub-DMAim1HC032 right_sc_gm_mask 3.381086
tens cope2 sub-DMAim1HC032 left_sc_mask 2.809572
tens cope2 sub-DMAim1HC032 right_sc_mask 3.340719
tens cope2 sub-DMAim1HC032 C6_left_sc_gm_mask 2.630402
tens cope2 sub-DMAim1HC032 C6_right_sc_gm_mask 3.150263
tens cope2 sub-DMAim1HC032 C7_left_sc_gm_mask 2.710886
tens cope2 sub-DMAim1HC032 C7_right_sc_gm_mask 3.498542
tens cope2 sub-DMAim1HC032 C8_left_sc_gm_mask 2.363246
tens cope2 sub-DMAim1HC032 C8_right_sc_gm_mask 3.916844
tens cope2 sub-DMAim1HC034 left_sc_gm_mask 2.960833
tens cope2 sub-DMAim1HC034 right_sc_gm_mask 2.591085
tens cope2 sub-DMAim1HC034 left_sc_mask 2.715251
tens cope2 sub-DMAim1HC034 right_sc_mask 2.735464
tens cope2 sub-DMAim1HC034 C6_left_sc_gm_mask 3.328266
tens cope2 sub-DMAim1HC034 C6_right_sc_gm_mask 2.164162
tens cope2 sub-DMAim1HC034 C7_left_sc_gm_mask 3.683615
tens cope2 sub-DMAim1HC034 C7_right_sc_gm_mask 2.982041
tens cope2 sub-DMAim1HC034 C8_left_sc_gm_mask 2.484391
tens cope2 sub-DMAim1HC034 C8_right_sc_gm_mask 2.607809
tens cope2 sub-DMAim1HC019 left_sc_gm_mask 2.727245
tens cope2 sub-DMAim1HC019 right_sc_gm_mask 3.223870
tens cope2 sub-DMAim1HC019 left_sc_mask 3.016306
tens cope2 sub-DMAim1HC019 right_sc_mask 2.961278
tens cope2 sub-DMAim1HC019 C6_left_sc_gm_mask 3.169999
tens cope2 sub-DMAim1HC019 C6_right_sc_gm_mask 2.750364
tens cope2 sub-DMAim1HC019 C7_left_sc_gm_mask 2.374583
tens cope2 sub-DMAim1HC019 C7_right_sc_gm_mask 3.037881
tens cope2 sub-DMAim1HC019 C8_left_sc_gm_mask 2.580026
tens cope2 sub-DMAim1HC019 C8_right_sc_gm_mask 2.113113
tens cope2 sub-DMAim1HC037 left_sc_gm_mask 3.611391
tens cope2 sub-DMAim1HC037 right_sc_gm_mask 3.525379
tens cope2 sub-DMAim1HC037 left_sc_mask 4.010304
tens cope2 sub-DMAim1HC037 right_sc_mask 3.478881
tens cope2 sub-DMAim1HC037 C6_left_sc_gm_mask 5.090597
tens cope2 sub-DMAim1HC037 C6_right_sc_gm_mask 3.876853
tens cope2 sub-DMAim1HC037 C7_left_sc_gm_mask 3.941708
tens cope2 sub-DMAim1HC037 C7_right_sc_gm_mask 3.498978
tens cope2 sub-DMAim1HC037 C8_left_sc_gm_mask 2.792416
tens cope2 sub-DMAim1HC037 C8_right_sc_gm_mask 2.519380
tens cope2 sub-DMAim1HC028 left_sc_gm_mask 3.010869
tens cope2 sub-DMAim1HC028 right_sc_gm_mask 2.868955
tens cope2 sub-DMAim1HC028 left_sc_mask 2.929230
tens cope2 sub-DMAim1HC028 right_sc_mask 2.831463
tens cope2 sub-DMAim1HC028 C6_left_sc_gm_mask 2.380935
tens cope2 sub-DMAim1HC028 C6_right_sc_gm_mask 2.385469
tens cope2 sub-DMAim1HC028 C7_left_sc_gm_mask 2.659704
tens cope2 sub-DMAim1HC028 C7_right_sc_gm_mask 2.676152
tens cope2 sub-DMAim1HC028 C8_left_sc_gm_mask 3.363502
tens cope2 sub-DMAim1HC028 C8_right_sc_gm_mask 3.364987
tens cope2 sub-DMAim1HC038 left_sc_gm_mask 3.070795
tens cope2 sub-DMAim1HC038 right_sc_gm_mask 3.135272
tens cope2 sub-DMAim1HC038 left_sc_mask 3.076644
tens cope2 sub-DMAim1HC038 right_sc_mask 3.162331
tens cope2 sub-DMAim1HC038 C6_left_sc_gm_mask 2.952993
tens cope2 sub-DMAim1HC038 C6_right_sc_gm_mask 3.245357
tens cope2 sub-DMAim1HC038 C7_left_sc_gm_mask 2.823146
tens cope2 sub-DMAim1HC038 C7_right_sc_gm_mask 3.176991
tens cope2 sub-DMAim1HC038 C8_left_sc_gm_mask 2.921795
tens cope2 sub-DMAim1HC038 C8_right_sc_gm_mask 2.876905
tens cope2 sub-DMAim1HC039 left_sc_gm_mask 2.487809
tens cope2 sub-DMAim1HC039 right_sc_gm_mask 3.246724
tens cope2 sub-DMAim1HC039 left_sc_mask 2.943615
tens cope2 sub-DMAim1HC039 right_sc_mask 3.237544
tens cope2 sub-DMAim1HC039 C6_left_sc_gm_mask 2.392761
tens cope2 sub-DMAim1HC039 C6_right_sc_gm_mask 2.956165
tens cope2 sub-DMAim1HC039 C7_left_sc_gm_mask 2.597181
tens cope2 sub-DMAim1HC039 C7_right_sc_gm_mask 4.089758
tens cope2 sub-DMAim1HC039 C8_left_sc_gm_mask 2.617610
tens cope2 sub-DMAim1HC039 C8_right_sc_gm_mask 3.043777
tens cope2 sub-DMAim1HC009 left_sc_gm_mask 3.538588
tens cope2 sub-DMAim1HC009 right_sc_gm_mask 3.168623
tens cope2 sub-DMAim1HC009 left_sc_mask 3.593713
tens cope2 sub-DMAim1HC009 right_sc_mask 3.088369
tens cope2 sub-DMAim1HC009 C6_left_sc_gm_mask 3.050052
tens cope2 sub-DMAim1HC009 C6_right_sc_gm_mask 2.528935
tens cope2 sub-DMAim1HC009 C7_left_sc_gm_mask 3.385807
tens cope2 sub-DMAim1HC009 C7_right_sc_gm_mask 2.709093
tens cope2 sub-DMAim1HC009 C8_left_sc_gm_mask 3.941126
tens cope2 sub-DMAim1HC009 C8_right_sc_gm_mask 3.972061
tens cope2 sub-DMAim1HC045 left_sc_gm_mask 3.736889
tens cope2 sub-DMAim1HC045 right_sc_gm_mask 3.070469
tens cope2 sub-DMAim1HC045 left_sc_mask 3.370734
tens cope2 sub-DMAim1HC045 right_sc_mask 3.369910
tens cope2 sub-DMAim1HC045 C6_left_sc_gm_mask 2.250137
tens cope2 sub-DMAim1HC045 C6_right_sc_gm_mask 2.917849
tens cope2 sub-DMAim1HC045 C7_left_sc_gm_mask 4.010944
tens cope2 sub-DMAim1HC045 C7_right_sc_gm_mask 3.150934
tens cope2 sub-DMAim1HC045 C8_left_sc_gm_mask 3.214471
tens cope2 sub-DMAim1HC045 C8_right_sc_gm_mask 3.145624
tens cope2 sub-DMAim1HC002 left_sc_gm_mask 2.606475
tens cope2 sub-DMAim1HC002 right_sc_gm_mask 2.916258
tens cope2 sub-DMAim1HC002 left_sc_mask 2.763187
tens cope2 sub-DMAim1HC002 right_sc_mask 2.637289
tens cope2 sub-DMAim1HC002 C6_left_sc_gm_mask 2.687459
tens cope2 sub-DMAim1HC002 C6_right_sc_gm_mask 2.597813
tens cope2 sub-DMAim1HC002 C7_left_sc_gm_mask 2.626341
tens cope2 sub-DMAim1HC002 C7_right_sc_gm_mask 1.951148
tens cope2 sub-DMAim1HC002 C8_left_sc_gm_mask 2.541293
tens cope2 sub-DMAim1HC002 C8_right_sc_gm_mask 2.535674
tens cope2 sub-DMAim1HC047 left_sc_gm_mask 3.054312
tens cope2 sub-DMAim1HC047 right_sc_gm_mask 2.888520
tens cope2 sub-DMAim1HC047 left_sc_mask 2.888508
tens cope2 sub-DMAim1HC047 right_sc_mask 3.027483
tens cope2 sub-DMAim1HC047 C6_left_sc_gm_mask 2.896329
tens cope2 sub-DMAim1HC047 C6_right_sc_gm_mask 3.073775
tens cope2 sub-DMAim1HC047 C7_left_sc_gm_mask 2.749111
tens cope2 sub-DMAim1HC047 C7_right_sc_gm_mask 2.353275
tens cope2 sub-DMAim1HC047 C8_left_sc_gm_mask 3.643896
tens cope2 sub-DMAim1HC047 C8_right_sc_gm_mask 2.665664
tens cope2 sub-DMAim1HC029 left_sc_gm_mask 2.633320
tens cope2 sub-DMAim1HC029 right_sc_gm_mask 2.841016
tens cope2 sub-DMAim1HC029 left_sc_mask 2.896642
tens cope2 sub-DMAim1HC029 right_sc_mask 3.109182
tens cope2 sub-DMAim1HC029 C6_left_sc_gm_mask 2.725977
tens cope2 sub-DMAim1HC029 C6_right_sc_gm_mask 2.493696
tens cope2 sub-DMAim1HC029 C7_left_sc_gm_mask 2.327011
tens cope2 sub-DMAim1HC029 C7_right_sc_gm_mask 3.446144
tens cope2 sub-DMAim1HC029 C8_left_sc_gm_mask 2.675322
tens cope2 sub-DMAim1HC029 C8_right_sc_gm_mask 2.580415
tens cope2 sub-DMAim1HC036 left_sc_gm_mask 2.545905
tens cope2 sub-DMAim1HC036 right_sc_gm_mask 2.992429
tens cope2 sub-DMAim1HC036 left_sc_mask 2.722427
tens cope2 sub-DMAim1HC036 right_sc_mask 2.880146
tens cope2 sub-DMAim1HC036 C6_left_sc_gm_mask 2.150216
tens cope2 sub-DMAim1HC036 C6_right_sc_gm_mask 2.679016
tens cope2 sub-DMAim1HC036 C7_left_sc_gm_mask 2.778778
tens cope2 sub-DMAim1HC036 C7_right_sc_gm_mask 2.910210
tens cope2 sub-DMAim1HC036 C8_left_sc_gm_mask 2.608790
tens cope2 sub-DMAim1HC036 C8_right_sc_gm_mask 3.457411
tens cope2 sub-DMAim1HC046 left_sc_gm_mask 2.254631
tens cope2 sub-DMAim1HC046 right_sc_gm_mask 2.648340
tens cope2 sub-DMAim1HC046 left_sc_mask 2.504612
tens cope2 sub-DMAim1HC046 right_sc_mask 2.814226
tens cope2 sub-DMAim1HC046 C6_left_sc_gm_mask 2.242338
tens cope2 sub-DMAim1HC046 C6_right_sc_gm_mask 2.737106
tens cope2 sub-DMAim1HC046 C7_left_sc_gm_mask 2.278974
tens cope2 sub-DMAim1HC046 C7_right_sc_gm_mask 2.709323
tens cope2 sub-DMAim1HC046 C8_left_sc_gm_mask 2.192335
tens cope2 sub-DMAim1HC046 C8_right_sc_gm_mask 2.351309
tens cope2 sub-DMAim1HC042 left_sc_gm_mask 2.779726
tens cope2 sub-DMAim1HC042 right_sc_gm_mask 2.722767
tens cope2 sub-DMAim1HC042 left_sc_mask 2.624245
tens cope2 sub-DMAim1HC042 right_sc_mask 2.905531
tens cope2 sub-DMAim1HC042 C6_left_sc_gm_mask 1.838656
tens cope2 sub-DMAim1HC042 C6_right_sc_gm_mask 2.691818
tens cope2 sub-DMAim1HC042 C7_left_sc_gm_mask 2.903569
tens cope2 sub-DMAim1HC042 C7_right_sc_gm_mask 2.115098
tens cope2 sub-DMAim1HC042 C8_left_sc_gm_mask 2.883702
tens cope2 sub-DMAim1HC042 C8_right_sc_gm_mask 2.650749
tens cope2 sub-DMAim1HC003 left_sc_gm_mask 3.176990
tens cope2 sub-DMAim1HC003 right_sc_gm_mask 2.979723
tens cope2 sub-DMAim1HC003 left_sc_mask 2.966429
tens cope2 sub-DMAim1HC003 right_sc_mask 2.924677
tens cope2 sub-DMAim1HC003 C6_left_sc_gm_mask 2.959987
tens cope2 sub-DMAim1HC003 C6_right_sc_gm_mask 0.000000
tens cope2 sub-DMAim1HC003 C7_left_sc_gm_mask 3.586958
tens cope2 sub-DMAim1HC003 C7_right_sc_gm_mask 2.497858
tens cope2 sub-DMAim1HC003 C8_left_sc_gm_mask 3.000934
tens cope2 sub-DMAim1HC003 C8_right_sc_gm_mask 2.753468
tens cope2 sub-DMAim1HC053 left_sc_gm_mask 2.934832
tens cope2 sub-DMAim1HC053 right_sc_gm_mask 2.668723
tens cope2 sub-DMAim1HC053 left_sc_mask 2.847874
tens cope2 sub-DMAim1HC053 right_sc_mask 2.900451
tens cope2 sub-DMAim1HC053 C6_left_sc_gm_mask 2.885120
tens cope2 sub-DMAim1HC053 C6_right_sc_gm_mask 2.798257
tens cope2 sub-DMAim1HC053 C7_left_sc_gm_mask 2.913722
tens cope2 sub-DMAim1HC053 C7_right_sc_gm_mask 2.725087
tens cope2 sub-DMAim1HC053 C8_left_sc_gm_mask 2.151026
tens cope2 sub-DMAim1HC053 C8_right_sc_gm_mask 2.251413
tens cope2 sub-DMAim1HC052 left_sc_gm_mask 2.883067
tens cope2 sub-DMAim1HC052 right_sc_gm_mask 3.175823
tens cope2 sub-DMAim1HC052 left_sc_mask 3.123131
tens cope2 sub-DMAim1HC052 right_sc_mask 3.080865
tens cope2 sub-DMAim1HC052 C6_left_sc_gm_mask 1.995661
tens cope2 sub-DMAim1HC052 C6_right_sc_gm_mask 2.288844
tens cope2 sub-DMAim1HC052 C7_left_sc_gm_mask 3.345775
tens cope2 sub-DMAim1HC052 C7_right_sc_gm_mask 2.490642
tens cope2 sub-DMAim1HC052 C8_left_sc_gm_mask 3.081046
tens cope2 sub-DMAim1HC052 C8_right_sc_gm_mask 3.563433
tens cope2 sub-DMAim1HC051 left_sc_gm_mask 3.059476
tens cope2 sub-DMAim1HC051 right_sc_gm_mask 3.290118
tens cope2 sub-DMAim1HC051 left_sc_mask 3.060854
tens cope2 sub-DMAim1HC051 right_sc_mask 3.316164
tens cope2 sub-DMAim1HC051 C6_left_sc_gm_mask 2.989110
tens cope2 sub-DMAim1HC051 C6_right_sc_gm_mask 4.031139
tens cope2 sub-DMAim1HC051 C7_left_sc_gm_mask 3.407358
tens cope2 sub-DMAim1HC051 C7_right_sc_gm_mask 2.562182
tens cope2 sub-DMAim1HC051 C8_left_sc_gm_mask 2.438216
tens cope2 sub-DMAim1HC051 C8_right_sc_gm_mask 2.833490
tens cope2 sub-DMAim1HC054 left_sc_gm_mask 2.853633
tens cope2 sub-DMAim1HC054 right_sc_gm_mask 2.934428
tens cope2 sub-DMAim1HC054 left_sc_mask 2.791490
tens cope2 sub-DMAim1HC054 right_sc_mask 2.874501
tens cope2 sub-DMAim1HC054 C6_left_sc_gm_mask 2.849806
tens cope2 sub-DMAim1HC054 C6_right_sc_gm_mask 2.666155
tens cope2 sub-DMAim1HC054 C7_left_sc_gm_mask 2.700376
tens cope2 sub-DMAim1HC054 C7_right_sc_gm_mask 3.042360
tens cope2 sub-DMAim1HC054 C8_left_sc_gm_mask 3.253819
tens cope2 sub-DMAim1HC054 C8_right_sc_gm_mask 3.129071
tens cope2 sub-DMAim1HC013 left_sc_gm_mask 3.289673
tens cope2 sub-DMAim1HC013 right_sc_gm_mask 2.903039
tens cope2 sub-DMAim1HC013 left_sc_mask 2.799406
