task cope subject region zscore_sc
tens cope3 sub-DMAim1HC013 left_sc_gm_mask 2.960949
tens cope3 sub-DMAim1HC013 right_sc_gm_mask 3.691561
tens cope3 sub-DMAim1HC013 left_sc_mask 3.108176
tens cope3 sub-DMAim1HC013 right_sc_mask 3.281137
tens cope3 sub-DMAim1HC013 C6_left_sc_gm_mask 3.042011
tens cope3 sub-DMAim1HC013 C6_right_sc_gm_mask 4.145918
tens cope3 sub-DMAim1HC013 C7_left_sc_gm_mask 2.897961
tens cope3 sub-DMAim1HC013 C7_right_sc_gm_mask 3.366550
tens cope3 sub-DMAim1HC013 C8_left_sc_gm_mask 3.479476
tens cope3 sub-DMAim1HC013 C8_right_sc_gm_mask 2.422369
tens cope4 sub-DMAim1HC004 left_sc_gm_mask 2.940042
tens cope4 sub-DMAim1HC004 right_sc_gm_mask 2.832966
tens cope4 sub-DMAim1HC004 left_sc_mask 2.970208
tens cope4 sub-DMAim1HC004 right_sc_mask 2.775108
tens cope4 sub-DMAim1HC004 C6_left_sc_gm_mask 2.874992
tens cope4 sub-DMAim1HC004 C6_right_sc_gm_mask 1.971411
tens cope4 sub-DMAim1HC004 C7_left_sc_gm_mask 2.795259
tens cope4 sub-DMAim1HC004 C7_right_sc_gm_mask 2.561976
tens cope4 sub-DMAim1HC004 C8_left_sc_gm_mask 2.889079
tens cope4 sub-DMAim1HC004 C8_right_sc_gm_mask 3.219713
tens cope4 sub-DMAim1HC006 left_sc_gm_mask 2.845928
tens cope4 sub-DMAim1HC006 right_sc_gm_mask 3.056007
tens cope4 sub-DMAim1HC006 left_sc_mask 2.764363
tens cope4 sub-DMAim1HC006 right_sc_mask 2.914823
tens cope4 sub-DMAim1HC006 C6_left_sc_gm_mask 2.842775
tens cope4 sub-DMAim1HC006 C6_right_sc_gm_mask 3.445685
tens cope4 sub-DMAim1HC006 C7_left_sc_gm_mask 2.069767
tens cope4 sub-DMAim1HC006 C7_right_sc_gm_mask 3.058361
tens cope4 sub-DMAim1HC006 C8_left_sc_gm_mask 1.879064
tens cope4 sub-DMAim1HC006 C8_right_sc_gm_mask 2.874134
tens cope4 sub-DMAim1HC007 left_sc_gm_mask 3.101894
tens cope4 sub-DMAim1HC007 right_sc_gm_mask 3.828031
tens cope4 sub-DMAim1HC007 left_sc_mask 3.220259
tens cope4 sub-DMAim1HC007 right_sc_mask 3.463599
tens cope4 sub-DMAim1HC007 C6_left_sc_gm_mask 3.218212
tens cope4 sub-DMAim1HC007 C6_right_sc_gm_mask 4.776672
tens cope4 sub-DMAim1HC007 C7_left_sc_gm_mask 3.095616
tens cope4 sub-DMAim1HC007 C7_right_sc_gm_mask 3.049684
tens cope4 sub-DMAim1HC007 C8_left_sc_gm_mask 2.427711
tens cope4 sub-DMAim1HC007 C8_right_sc_gm_mask 3.180510
tens cope4 sub-DMAim1HC015 left_sc_gm_mask 3.586786
tens cope4 sub-DMAim1HC015 right_sc_gm_mask 3.775900
tens cope4 sub-DMAim1HC015 left_sc_mask 3.558795
tens cope4 sub-DMAim1HC015 right_sc_mask 3.798966
tens cope4 sub-DMAim1HC015 C6_left_sc_gm_mask 3.972556
tens cope4 sub-DMAim1HC015 C6_right_sc_gm_mask 3.811762
tens cope4 sub-DMAim1HC015 C7_left_sc_gm_mask 2.009923
tens cope4 sub-DMAim1HC015 C7_right_sc_gm_mask 3.813867
tens cope4 sub-DMAim1HC015 C8_left_sc_gm_mask 2.022071
tens cope4 sub-DMAim1HC015 C8_right_sc_gm_mask 2.810770
tens cope4 sub-DMAim1HC018 left_sc_gm_mask 2.916615
tens cope4 sub-DMAim1HC018 right_sc_gm_mask 3.057871
tens cope4 sub-DMAim1HC018 left_sc_mask 2.999143
tens cope4 sub-DMAim1HC018 right_sc_mask 3.157002
tens cope4 sub-DMAim1HC018 C6_left_sc_gm_mask 3.119685
tens cope4 sub-DMAim1HC018 C6_right_sc_gm_mask 3.312618
tens cope4 sub-DMAim1HC018 C7_left_sc_gm_mask 2.343448
tens cope4 sub-DMAim1HC018 C7_right_sc_gm_mask 3.324930
tens cope4 sub-DMAim1HC018 C8_left_sc_gm_mask 2.888226
tens cope4 sub-DMAim1HC018 C8_right_sc_gm_mask 2.737882
tens cope4 sub-DMAim1HC020 left_sc_gm_mask 3.001349
tens cope4 sub-DMAim1HC020 right_sc_gm_mask 3.306220
tens cope4 sub-DMAim1HC020 left_sc_mask 3.251880
tens cope4 sub-DMAim1HC020 right_sc_mask 2.992387
tens cope4 sub-DMAim1HC020 C6_left_sc_gm_mask 2.883241
tens cope4 sub-DMAim1HC020 C6_right_sc_gm_mask 3.055408
tens cope4 sub-DMAim1HC020 C7_left_sc_gm_mask 2.866257
tens cope4 sub-DMAim1HC020 C7_right_sc_gm_mask 2.113808
tens cope4 sub-DMAim1HC020 C8_left_sc_gm_mask 3.314427
tens cope4 sub-DMAim1HC020 C8_right_sc_gm_mask 3.186586
tens cope4 sub-DMAim1HC030 left_sc_gm_mask 3.104257
tens cope4 sub-DMAim1HC030 right_sc_gm_mask 3.931194
tens cope4 sub-DMAim1HC030 left_sc_mask 3.384292
tens cope4 sub-DMAim1HC030 right_sc_mask 4.011289
tens cope4 sub-DMAim1HC030 C6_left_sc_gm_mask 3.054311
tens cope4 sub-DMAim1HC030 C6_right_sc_gm_mask 3.610137
tens cope4 sub-DMAim1HC030 C7_left_sc_gm_mask 2.358942
tens cope4 sub-DMAim1HC030 C7_right_sc_gm_mask 3.737707
tens cope4 sub-DMAim1HC030 C8_left_sc_gm_mask 2.941759
tens cope4 sub-DMAim1HC030 C8_right_sc_gm_mask 4.680870
tens cope4 sub-DMAim1HC033 left_sc_gm_mask 3.029420
tens cope4 sub-DMAim1HC033 right_sc_gm_mask 3.199620
tens cope4 sub-DMAim1HC033 left_sc_mask 2.962807
tens cope4 sub-DMAim1HC033 right_sc_mask 3.088080
tens cope4 sub-DMAim1HC033 C6_left_sc_gm_mask 3.125861
tens cope4 sub-DMAim1HC033 C6_right_sc_gm_mask 2.979767
tens cope4 sub-DMAim1HC033 C7_left_sc_gm_mask 3.080457
tens cope4 sub-DMAim1HC033 C7_right_sc_gm_mask 3.581215
tens cope4 sub-DMAim1HC033 C8_left_sc_gm_mask 3.013576
tens cope4 sub-DMAim1HC033 C8_right_sc_gm_mask 2.954387
tens cope4 sub-DMAim1HC001 left_sc_gm_mask 3.047792
tens cope4 sub-DMAim1HC001 right_sc_gm_mask 3.357975
tens cope4 sub-DMAim1HC001 left_sc_mask 2.971021
tens cope4 sub-DMAim1HC001 right_sc_mask 3.174132
tens cope4 sub-DMAim1HC001 C6_left_sc_gm_mask 2.346905
tens cope4 sub-DMAim1HC001 C6_right_sc_gm_mask 3.399131
tens cope4 sub-DMAim1HC001 C7_left_sc_gm_mask 3.143362
tens cope4 sub-DMAim1HC001 C7_right_sc_gm_mask 3.849469
tens cope4 sub-DMAim1HC001 C8_left_sc_gm_mask 2.556936
tens cope4 sub-DMAim1HC001 C8_right_sc_gm_mask 2.715689
tens cope4 sub-DMAim1HC005 left_sc_gm_mask 2.789173
tens cope4 sub-DMAim1HC005 right_sc_gm_mask 3.508940
tens cope4 sub-DMAim1HC005 left_sc_mask 2.833257
tens cope4 sub-DMAim1HC005 right_sc_mask 3.389989
tens cope4 sub-DMAim1HC005 C6_left_sc_gm_mask 2.427672
tens cope4 sub-DMAim1HC005 C6_right_sc_gm_mask 3.524065
tens cope4 sub-DMAim1HC005 C7_left_sc_gm_mask 2.271916
tens cope4 sub-DMAim1HC005 C7_right_sc_gm_mask 4.017394
tens cope4 sub-DMAim1HC005 C8_left_sc_gm_mask 2.816928
tens cope4 sub-DMAim1HC005 C8_right_sc_gm_mask 3.044836
tens cope4 sub-DMAim1HC016 left_sc_gm_mask 3.069826
tens cope4 sub-DMAim1HC016 right_sc_gm_mask 3.665103
tens cope4 sub-DMAim1HC016 left_sc_mask 3.047654
tens cope4 sub-DMAim1HC016 right_sc_mask 3.676225
tens cope4 sub-DMAim1HC016 C6_left_sc_gm_mask 2.646398
tens cope4 sub-DMAim1HC016 C6_right_sc_gm_mask 2.791085
tens cope4 sub-DMAim1HC016 C7_left_sc_gm_mask 3.329276
tens cope4 sub-DMAim1HC016 C7_right_sc_gm_mask 3.872911
tens cope4 sub-DMAim1HC016 C8_left_sc_gm_mask 3.091693
tens cope4 sub-DMAim1HC016 C8_right_sc_gm_mask 4.239744
tens cope4 sub-DMAim1HC017 left_sc_gm_mask 2.918378
tens cope4 sub-DMAim1HC017 right_sc_gm_mask 2.935643
tens cope4 sub-DMAim1HC017 left_sc_mask 2.941465
tens cope4 sub-DMAim1HC017 right_sc_mask 3.075224
tens cope4 sub-DMAim1HC017 C6_left_sc_gm_mask 2.320388
tens cope4 sub-DMAim1HC017 C6_right_sc_gm_mask 2.501902
tens cope4 sub-DMAim1HC017 C7_left_sc_gm_mask 2.764589
tens cope4 sub-DMAim1HC017 C7_right_sc_gm_mask 2.910168
tens cope4 sub-DMAim1HC017 C8_left_sc_gm_mask 2.209995
tens cope4 sub-DMAim1HC017 C8_right_sc_gm_mask 2.594546
tens cope4 sub-DMAim1HC022 left_sc_gm_mask 2.602936
tens cope4 sub-DMAim1HC022 right_sc_gm_mask 3.649250
tens cope4 sub-DMAim1HC022 left_sc_mask 2.874451
tens cope4 sub-DMAim1HC022 right_sc_mask 3.195569
tens cope4 sub-DMAim1HC022 C6_left_sc_gm_mask 2.641787
tens cope4 sub-DMAim1HC022 C6_right_sc_gm_mask 4.122936
tens cope4 sub-DMAim1HC022 C7_left_sc_gm_mask 2.799412
tens cope4 sub-DMAim1HC022 C7_right_sc_gm_mask 3.214037
tens cope4 sub-DMAim1HC022 C8_left_sc_gm_mask 2.336736
tens cope4 sub-DMAim1HC022 C8_right_sc_gm_mask 3.419637
tens cope4 sub-DMAim1HC023 left_sc_gm_mask 2.817484
tens cope4 sub-DMAim1HC023 right_sc_gm_mask 2.871141
tens cope4 sub-DMAim1HC023 left_sc_mask 2.838525
tens cope4 sub-DMAim1HC023 right_sc_mask 3.104519
tens cope4 sub-DMAim1HC023 C6_left_sc_gm_mask 2.784464
tens cope4 sub-DMAim1HC023 C6_right_sc_gm_mask 2.834854
tens cope4 sub-DMAim1HC023 C7_left_sc_gm_mask 3.314194
tens cope4 sub-DMAim1HC023 C7_right_sc_gm_mask 2.528746
tens cope4 sub-DMAim1HC023 C8_left_sc_gm_mask 2.729753
tens cope4 sub-DMAim1HC023 C8_right_sc_gm_mask 2.412758
tens cope4 sub-DMAim1HC027 left_sc_gm_mask 2.935426
tens cope4 sub-DMAim1HC027 right_sc_gm_mask 3.164173
tens cope4 sub-DMAim1HC027 left_sc_mask 3.091868
tens cope4 sub-DMAim1HC027 right_sc_mask 2.996944
tens cope4 sub-DMAim1HC027 C6_left_sc_gm_mask 2.738112
tens cope4 sub-DMAim1HC027 C6_right_sc_gm_mask 3.149631
tens cope4 sub-DMAim1HC027 C7_left_sc_gm_mask 2.266462
tens cope4 sub-DMAim1HC027 C7_right_sc_gm_mask 3.163239
tens cope4 sub-DMAim1HC027 C8_left_sc_gm_mask 3.695493
tens cope4 sub-DMAim1HC027 C8_right_sc_gm_mask 3.411435
tens cope4 sub-DMAim1HC025 left_sc_gm_mask 3.102504
tens cope4 sub-DMAim1HC025 right_sc_gm_mask 2.921094
tens cope4 sub-DMAim1HC025 left_sc_mask 2.891613
tens cope4 sub-DMAim1HC025 right_sc_mask 2.861748
tens cope4 sub-DMAim1HC025 C6_left_sc_gm_mask 0.000000
tens cope4 sub-DMAim1HC025 C6_right_sc_gm_mask 3.169848
tens cope4 sub-DMAim1HC025 C7_left_sc_gm_mask 2.578095
tens cope4 sub-DMAim1HC025 C7_right_sc_gm_mask 2.550760
tens cope4 sub-DMAim1HC025 C8_left_sc_gm_mask 3.536858
tens cope4 sub-DMAim1HC025 C8_right_sc_gm_mask 3.306219
tens cope4 sub-DMAim1HC035 left_sc_gm_mask 3.427818
tens cope4 sub-DMAim1HC035 right_sc_gm_mask 3.911292
tens cope4 sub-DMAim1HC035 left_sc_mask 3.235302
tens cope4 sub-DMAim1HC035 right_sc_mask 3.648693
tens cope4 sub-DMAim1HC035 C6_left_sc_gm_mask 3.648813
tens cope4 sub-DMAim1HC035 C6_right_sc_gm_mask 4.842316
tens cope4 sub-DMAim1HC035 C7_left_sc_gm_mask 3.409930
tens cope4 sub-DMAim1HC035 C7_right_sc_gm_mask 3.372924
tens cope4 sub-DMAim1HC035 C8_left_sc_gm_mask 2.973337
tens cope4 sub-DMAim1HC035 C8_right_sc_gm_mask 3.612240
tens cope4 sub-DMAim1HC008 left_sc_gm_mask 3.169276
tens cope4 sub-DMAim1HC008 right_sc_gm_mask 3.426919
tens cope4 sub-DMAim1HC008 left_sc_mask 3.081146
tens cope4 sub-DMAim1HC008 right_sc_mask 3.186823
tens cope4 sub-DMAim1HC008 C6_left_sc_gm_mask 3.543706
tens cope4 sub-DMAim1HC008 C6_right_sc_gm_mask 3.772799
tens cope4 sub-DMAim1HC008 C7_left_sc_gm_mask 2.944925
tens cope4 sub-DMAim1HC008 C7_right_sc_gm_mask 3.582558
tens cope4 sub-DMAim1HC008 C8_left_sc_gm_mask 2.624101
tens cope4 sub-DMAim1HC008 C8_right_sc_gm_mask 2.944561
tens cope4 sub-DMAim1HC031 left_sc_gm_mask 2.781039
tens cope4 sub-DMAim1HC031 right_sc_gm_mask 3.426715
tens cope4 sub-DMAim1HC031 left_sc_mask 2.736896
tens cope4 sub-DMAim1HC031 right_sc_mask 3.372082
tens cope4 sub-DMAim1HC031 C6_left_sc_gm_mask 2.907425
tens cope4 sub-DMAim1HC031 C6_right_sc_gm_mask 4.051737
tens cope4 sub-DMAim1HC031 C7_left_sc_gm_mask 2.936784
tens cope4 sub-DMAim1HC031 C7_right_sc_gm_mask 3.505166
tens cope4 sub-DMAim1HC031 C8_left_sc_gm_mask 2.099349
tens cope4 sub-DMAim1HC031 C8_right_sc_gm_mask 3.291531
tens cope4 sub-DMAim1HC032 left_sc_gm_mask 2.742871
tens cope4 sub-DMAim1HC032 right_sc_gm_mask 3.099819
tens cope4 sub-DMAim1HC032 left_sc_mask 2.811629
tens cope4 sub-DMAim1HC032 right_sc_mask 3.280709
tens cope4 sub-DMAim1HC032 C6_left_sc_gm_mask 2.779546
tens cope4 sub-DMAim1HC032 C6_right_sc_gm_mask 3.179448
tens cope4 sub-DMAim1HC032 C7_left_sc_gm_mask 2.452558
tens cope4 sub-DMAim1HC032 C7_right_sc_gm_mask 2.495730
tens cope4 sub-DMAim1HC032 C8_left_sc_gm_mask 3.141773
tens cope4 sub-DMAim1HC032 C8_right_sc_gm_mask 3.463972
tens cope4 sub-DMAim1HC034 left_sc_gm_mask 3.050283
tens cope4 sub-DMAim1HC034 right_sc_gm_mask 3.682742
tens cope4 sub-DMAim1HC034 left_sc_mask 2.866337
tens cope4 sub-DMAim1HC034 right_sc_mask 3.433378
tens cope4 sub-DMAim1HC034 C6_left_sc_gm_mask 2.962454
tens cope4 sub-DMAim1HC034 C6_right_sc_gm_mask 3.451540
tens cope4 sub-DMAim1HC034 C7_left_sc_gm_mask 3.541690
tens cope4 sub-DMAim1HC034 C7_right_sc_gm_mask 4.008467
tens cope4 sub-DMAim1HC034 C8_left_sc_gm_mask 3.180063
tens cope4 sub-DMAim1HC034 C8_right_sc_gm_mask 3.889476
tens cope4 sub-DMAim1HC019 left_sc_gm_mask 3.532960
tens cope4 sub-DMAim1HC019 right_sc_gm_mask 3.214103
tens cope4 sub-DMAim1HC019 left_sc_mask 3.220886
tens cope4 sub-DMAim1HC019 right_sc_mask 3.150401
tens cope4 sub-DMAim1HC019 C6_left_sc_gm_mask 3.728778
tens cope4 sub-DMAim1HC019 C6_right_sc_gm_mask 2.817204
tens cope4 sub-DMAim1HC019 C7_left_sc_gm_mask 2.643797
tens cope4 sub-DMAim1HC019 C7_right_sc_gm_mask 3.356904
tens cope4 sub-DMAim1HC019 C8_left_sc_gm_mask 4.048345
tens cope4 sub-DMAim1HC019 C8_right_sc_gm_mask 2.591812
tens cope4 sub-DMAim1HC037 left_sc_gm_mask 3.581349
tens cope4 sub-DMAim1HC037 right_sc_gm_mask 3.141079
tens cope4 sub-DMAim1HC037 left_sc_mask 3.835691
tens cope4 sub-DMAim1HC037 right_sc_mask 3.194454
tens cope4 sub-DMAim1HC037 C6_left_sc_gm_mask 4.569940
tens cope4 sub-DMAim1HC037 C6_right_sc_gm_mask 2.847720
tens cope4 sub-DMAim1HC037 C7_left_sc_gm_mask 3.581473
tens cope4 sub-DMAim1HC037 C7_right_sc_gm_mask 3.636037
tens cope4 sub-DMAim1HC037 C8_left_sc_gm_mask 2.770964
tens cope4 sub-DMAim1HC037 C8_right_sc_gm_mask 2.280662
tens cope4 sub-DMAim1HC028 left_sc_gm_mask 3.065550
tens cope4 sub-DMAim1HC028 right_sc_gm_mask 3.814274
tens cope4 sub-DMAim1HC028 left_sc_mask 3.032600
tens cope4 sub-DMAim1HC028 right_sc_mask 3.432506
tens cope4 sub-DMAim1HC028 C6_left_sc_gm_mask 2.973010
tens cope4 sub-DMAim1HC028 C6_right_sc_gm_mask 3.582659
tens cope4 sub-DMAim1HC028 C7_left_sc_gm_mask 2.957805
tens cope4 sub-DMAim1HC028 C7_right_sc_gm_mask 3.957367
tens cope4 sub-DMAim1HC028 C8_left_sc_gm_mask 3.376978
tens cope4 sub-DMAim1HC028 C8_right_sc_gm_mask 3.988235
tens cope4 sub-DMAim1HC038 left_sc_gm_mask 2.374781
tens cope4 sub-DMAim1HC038 right_sc_gm_mask 3.248341
tens cope4 sub-DMAim1HC038 left_sc_mask 2.770287
tens cope4 sub-DMAim1HC038 right_sc_mask 3.174310
tens cope4 sub-DMAim1HC038 C6_left_sc_gm_mask 2.432119
tens cope4 sub-DMAim1HC038 C6_right_sc_gm_mask 3.324114
tens cope4 sub-DMAim1HC038 C7_left_sc_gm_mask 2.316115
tens cope4 sub-DMAim1HC038 C7_right_sc_gm_mask 3.404234
tens cope4 sub-DMAim1HC038 C8_left_sc_gm_mask 2.230002
tens cope4 sub-DMAim1HC038 C8_right_sc_gm_mask 2.717295
tens cope4 sub-DMAim1HC039 left_sc_gm_mask 2.834149
tens cope4 sub-DMAim1HC039 right_sc_gm_mask 3.619705
tens cope4 sub-DMAim1HC039 left_sc_mask 2.963535
tens cope4 sub-DMAim1HC039 right_sc_mask 3.251517
tens cope4 sub-DMAim1HC039 C6_left_sc_gm_mask 2.377154
tens cope4 sub-DMAim1HC039 C6_right_sc_gm_mask 3.454088
tens cope4 sub-DMAim1HC039 C7_left_sc_gm_mask 3.101030
tens cope4 sub-DMAim1HC039 C7_right_sc_gm_mask 3.647535
tens cope4 sub-DMAim1HC039 C8_left_sc_gm_mask 2.212484
tens cope4 sub-DMAim1HC039 C8_right_sc_gm_mask 3.186747
tens cope4 sub-DMAim1HC009 left_sc_gm_mask 3.092305
tens cope4 sub-DMAim1HC009 right_sc_gm_mask 2.544508
tens cope4 sub-DMAim1HC009 left_sc_mask 2.944349
tens cope4 sub-DMAim1HC009 right_sc_mask 2.683642
tens cope4 sub-DMAim1HC009 C6_left_sc_gm_mask 3.393322
tens cope4 sub-DMAim1HC009 C6_right_sc_gm_mask 2.450291
tens cope4 sub-DMAim1HC009 C7_left_sc_gm_mask 2.345815
tens cope4 sub-DMAim1HC009 C7_right_sc_gm_mask 3.049206
tens cope4 sub-DMAim1HC009 C8_left_sc_gm_mask 3.231834
tens cope4 sub-DMAim1HC009 C8_right_sc_gm_mask 2.122350
tens cope4 sub-DMAim1HC045 left_sc_gm_mask 3.361197
tens cope4 sub-DMAim1HC045 right_sc_gm_mask 4.005199
tens cope4 sub-DMAim1HC045 left_sc_mask 3.219893
tens cope4 sub-DMAim1HC045 right_sc_mask 3.862951
tens cope4 sub-DMAim1HC045 C6_left_sc_gm_mask 2.380222
tens cope4 sub-DMAim1HC045 C6_right_sc_gm_mask 3.846562
tens cope4 sub-DMAim1HC045 C7_left_sc_gm_mask 3.901145
tens cope4 sub-DMAim1HC045 C7_right_sc_gm_mask 4.525736
tens cope4 sub-DMAim1HC045 C8_left_sc_gm_mask 2.675954
tens cope4 sub-DMAim1HC045 C8_right_sc_gm_mask 3.765864
tens cope4 sub-DMAim1HC002 left_sc_gm_mask 2.907971
tens cope4 sub-DMAim1HC002 right_sc_gm_mask 2.928405
tens cope4 sub-DMAim1HC002 left_sc_mask 2.982272
tens cope4 sub-DMAim1HC002 right_sc_mask 3.081957
tens cope4 sub-DMAim1HC002 C6_left_sc_gm_mask 2.957436
tens cope4 sub-DMAim1HC002 C6_right_sc_gm_mask 3.202891
tens cope4 sub-DMAim1HC002 C7_left_sc_gm_mask 2.921621
tens cope4 sub-DMAim1HC002 C7_right_sc_gm_mask 3.516630
tens cope4 sub-DMAim1HC002 C8_left_sc_gm_mask 2.552255
tens cope4 sub-DMAim1HC002 C8_right_sc_gm_mask 2.302047
tens cope4 sub-DMAim1HC047 left_sc_gm_mask 2.893447
tens cope4 sub-DMAim1HC047 right_sc_gm_mask 3.061874
tens cope4 sub-DMAim1HC047 left_sc_mask 3.091669
tens cope4 sub-DMAim1HC047 right_sc_mask 3.164208
tens cope4 sub-DMAim1HC047 C6_left_sc_gm_mask 2.520992
tens cope4 sub-DMAim1HC047 C6_right_sc_gm_mask 3.378408
tens cope4 sub-DMAim1HC047 C7_left_sc_gm_mask 3.003368
tens cope4 sub-DMAim1HC047 C7_right_sc_gm_mask 2.505835
tens cope4 sub-DMAim1HC047 C8_left_sc_gm_mask 2.424082
tens cope4 sub-DMAim1HC047 C8_right_sc_gm_mask 3.254017
tens cope4 sub-DMAim1HC029 left_sc_gm_mask 2.879163
tens cope4 sub-DMAim1HC029 right_sc_gm_mask 3.324845
tens cope4 sub-DMAim1HC029 left_sc_mask 2.910663
tens cope4 sub-DMAim1HC029 right_sc_mask 3.067333
tens cope4 sub-DMAim1HC029 C6_left_sc_gm_mask 2.565823
tens cope4 sub-DMAim1HC029 C6_right_sc_gm_mask 3.287155
tens cope4 sub-DMAim1HC029 C7_left_sc_gm_mask 3.519797
tens cope4 sub-DMAim1HC029 C7_right_sc_gm_mask 3.669863
tens cope4 sub-DMAim1HC029 C8_left_sc_gm_mask 2.513588
tens cope4 sub-DMAim1HC029 C8_right_sc_gm_mask 3.156178
tens cope4 sub-DMAim1HC036 left_sc_gm_mask 3.085419
tens cope4 sub-DMAim1HC036 right_sc_gm_mask 2.934394
tens cope4 sub-DMAim1HC036 left_sc_mask 3.042862
tens cope4 sub-DMAim1HC036 right_sc_mask 2.919942
tens cope4 sub-DMAim1HC036 C6_left_sc_gm_mask 2.612427
tens cope4 sub-DMAim1HC036 C6_right_sc_gm_mask 2.154029
tens cope4 sub-DMAim1HC036 C7_left_sc_gm_mask 2.894079
tens cope4 sub-DMAim1HC036 C7_right_sc_gm_mask 3.540348
tens cope4 sub-DMAim1HC036 C8_left_sc_gm_mask 3.461412
tens cope4 sub-DMAim1HC036 C8_right_sc_gm_mask 2.587650
tens cope4 sub-DMAim1HC046 left_sc_gm_mask 2.687126
tens cope4 sub-DMAim1HC046 right_sc_gm_mask 3.092600
tens cope4 sub-DMAim1HC046 left_sc_mask 2.891542
tens cope4 sub-DMAim1HC046 right_sc_mask 3.047422
tens cope4 sub-DMAim1HC046 C6_left_sc_gm_mask 2.582465
tens cope4 sub-DMAim1HC046 C6_right_sc_gm_mask 2.063141
tens cope4 sub-DMAim1HC046 C7_left_sc_gm_mask 2.956168
tens cope4 sub-DMAim1HC046 C7_right_sc_gm_mask 3.040036
tens cope4 sub-DMAim1HC046 C8_left_sc_gm_mask 2.951853
tens cope4 sub-DMAim1HC046 C8_right_sc_gm_mask 2.579733
tens cope4 sub-DMAim1HC042 left_sc_gm_mask 3.567959
tens cope4 sub-DMAim1HC042 right_sc_gm_mask 3.201230
tens cope4 sub-DMAim1HC042 left_sc_mask 3.413782
tens cope4 sub-DMAim1HC042 right_sc_mask 3.085228
tens cope4 sub-DMAim1HC042 C6_left_sc_gm_mask 2.743596
tens cope4 sub-DMAim1HC042 C6_right_sc_gm_mask 3.564071
tens cope4 sub-DMAim1HC042 C7_left_sc_gm_mask 4.408397
tens cope4 sub-DMAim1HC042 C7_right_sc_gm_mask 3.304544
tens cope4 sub-DMAim1HC042 C8_left_sc_gm_mask 3.332390
tens cope4 sub-DMAim1HC042 C8_right_sc_gm_mask 2.720544
tens cope4 sub-DMAim1HC003 left_sc_gm_mask 3.619648
tens cope4 sub-DMAim1HC003 right_sc_gm_mask 3.019892
tens cope4 sub-DMAim1HC003 left_sc_mask 3.265112
tens cope4 sub-DMAim1HC003 right_sc_mask 3.295577
tens cope4 sub-DMAim1HC003 C6_left_sc_gm_mask 4.229412
tens cope4 sub-DMAim1HC003 C6_right_sc_gm_mask 3.018033
tens cope4 sub-DMAim1HC003 C7_left_sc_gm_mask 3.008700
tens cope4 sub-DMAim1HC003 C7_right_sc_gm_mask 2.441042
tens cope4 sub-DMAim1HC003 C8_left_sc_gm_mask 2.819882
tens cope4 sub-DMAim1HC003 C8_right_sc_gm_mask 2.689634
tens cope4 sub-DMAim1HC053 left_sc_gm_mask 2.902102
tens cope4 sub-DMAim1HC053 right_sc_gm_mask 2.509593
tens cope4 sub-DMAim1HC053 left_sc_mask 2.627150
tens cope4 sub-DMAim1HC053 right_sc_mask 2.567636
tens cope4 sub-DMAim1HC053 C6_left_sc_gm_mask 3.112875
tens cope4 sub-DMAim1HC053 C6_right_sc_gm_mask 2.486275
tens cope4 sub-DMAim1HC053 C7_left_sc_gm_mask 2.441889
tens cope4 sub-DMAim1HC053 C7_right_sc_gm_mask 2.466514
tens cope4 sub-DMAim1HC053 C8_left_sc_gm_mask 1.985285
tens cope4 sub-DMAim1HC053 C8_right_sc_gm_mask 0.000000
tens cope4 sub-DMAim1HC052 left_sc_gm_mask 3.056206
tens cope4 sub-DMAim1HC052 right_sc_gm_mask 2.863839
tens cope4 sub-DMAim1HC052 left_sc_mask 3.068056
tens cope4 sub-DMAim1HC052 right_sc_mask 2.856083
tens cope4 sub-DMAim1HC052 C6_left_sc_gm_mask 2.208584
tens cope4 sub-DMAim1HC052 C6_right_sc_gm_mask 2.050817
tens cope4 sub-DMAim1HC052 C7_left_sc_gm_mask 3.080662
tens cope4 sub-DMAim1HC052 C7_right_sc_gm_mask 3.353133
tens cope4 sub-DMAim1HC052 C8_left_sc_gm_mask 3.233697
tens cope4 sub-DMAim1HC052 C8_right_sc_gm_mask 2.753802
tens cope4 sub-DMAim1HC051 left_sc_gm_mask 3.261540
tens cope4 sub-DMAim1HC051 right_sc_gm_mask 3.302239
tens cope4 sub-DMAim1HC051 left_sc_mask 3.263100
tens cope4 sub-DMAim1HC051 right_sc_mask 3.161933
tens cope4 sub-DMAim1HC051 C6_left_sc_gm_mask 3.538604
tens cope4 sub-DMAim1HC051 C6_right_sc_gm_mask 2.710041
tens cope4 sub-DMAim1HC051 C7_left_sc_gm_mask 2.804503
tens cope4 sub-DMAim1HC051 C7_right_sc_gm_mask 3.332136
tens cope4 sub-DMAim1HC051 C8_left_sc_gm_mask 2.743637
tens cope4 sub-DMAim1HC051 C8_right_sc_gm_mask 3.853998
tens cope4 sub-DMAim1HC054 left_sc_gm_mask 2.896359
tens cope4 sub-DMAim1HC054 right_sc_gm_mask 2.799509
tens cope4 sub-DMAim1HC054 left_sc_mask 3.079471
tens cope4 sub-DMAim1HC054 right_sc_mask 3.021182
tens cope4 sub-DMAim1HC054 C6_left_sc_gm_mask 2.523617
tens cope4 sub-DMAim1HC054 C6_right_sc_gm_mask 2.984421
tens cope4 sub-DMAim1HC054 C7_left_sc_gm_mask 2.197723
